Nome,Cervejaria,Grupo,Estilo,Alcool,Ativa,Sazonal,Minima,Maxima,Copo,Geral,Aroma,Aparencia,Sabor,Sensacao,Conjunto,Votos
Antares Porter,AntaresEstiloPorter  Álcool (%)5.5% ABVIngredientesÁgua, malte, lúpulo e levedura.AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa CalderetaVisite o website,NA,Porter,5.5,SIM,Não é sazonal,NA,8, Tulipa Caldereta,3.1,6,3,13,3,6,30
Antares Scotch Ale,AntaresEstiloScottish  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Scottish,6,SIM,Não é sazonal,5,7, Tulipa,3.1,6,3,12,3,6,34
Isenbeck,IsenbeckImportadoraBier&WeinEstiloPremium American Lager  Álcool (%)4.6% ABVIngredienteságua, malte de cevada, levedura, lúpulo e gás carbônico naturalAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner Lager (Chope) CalderetaVisite o website,NA,Premium American Lager,4.6,SIM,Não é sazonal,0,4, Pilsner Lager (Chope) Caldereta,2.4,4,3,9,3,5,69
Patagonia Amber Lager,Quinsa,Anheuser-InBev,Amber Lager,4.5,SIM,Não é sazonal,NA,8, Tulipa,3,5,3,12,3,6,108
Patagonia Bohemian Pilsener,Quinsa,Anheuser-InBevImportadoraBeerTrade,Bohemian Pilsener,5.2,SIM,Não é sazonal,5,7, Pilsner,3,5,3,12,3,6,72
Patagonia Weisse,Quinsa,Anheuser-InBev,Witbier,5,SIM,Não é sazonal,0,4, Weizen,3.1,6,3,12,3,6,79
Quilmes Bock,Quinsa,Anheuser-InBevImportadoraAmBev,Traditional Bock,6.3,SIM,Não é sazonal,8,12, Caneca Caldereta,2.2,4,3,8,2,4,28
Quilmes Cristal,Quinsa,Anheuser-InBevImportadoraAmBev,Standard American Lager,4.9,SIM,Não é sazonal,NA,0, Lager (Chope) Caldereta,2.3,4,3,9,3,5,246
Quilmes Stout,Quinsa,Anheuser-InBev,Sweet Stout,4.8,SIM,Não é sazonal,150,290, Caldereta,2.6,5,3,10,3,5,36
Schneider Cerveza Rubia,Compañía Industrial Cervecería S.AImportadoraImport BeerEstiloStandard American Lager  Álcool (%)4.7% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) PilsnerVisite o website,NA,Standard American Lager,NA,SIM,Não é sazonal,4.7,0, Lager (Chope) Pilsner,2.1,3,3,8,2,4,75
Coopers Best Extra Stout,CoopersImportadoraUnilandEstiloForeign Extra Stout  Álcool (%)6.3% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa CalderetaVisite o website,NA,Foreign Extra Stout,6.3,SIM,Não é sazonal,8,12, Tulipa Caldereta,3.7,7,4,15,4,7,125
Coopers Extra Strong Vintage Ale,CoopersImportadoraUnilandEstiloOld Ale  Álcool (%)7.5% ABVIngredientesÁgua, malte, lúpulo e levedura.AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Pint ConhaqueVisite o website,NA,Old Ale,7.5,SIM,Não é sazonal,NA,8, Tulipa Pint Conhaque,3.8,7,4,15,4,8,111
Coopers Original Pale Ale,CoopersImportadoraUnilandEstiloAmerican Pale Ale  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Taça CalderetaVisite o website,NA,American Pale Ale,4.5,SIM,Não é sazonal,5,7, Taça Caldereta,2.6,5,3,10,3,5,103
Coopers Sparkling Ale,CoopersImportadoraUnilandEstiloSpecialty Beer  Álcool (%)5.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Taça CalderetaVisite o website,NA,Specialty Beer,5.8,SIM,Não é sazonal,5,7, Taça Caldereta,3,5,3,12,3,6,125
Foster's,Foster´sEstiloStandard American Lager  Álcool (%)4.9% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner Lager (Chope) Caldereta TaçaVisite o website,NA,Standard American Lager,4.9,SIM,Não é sazonal,0,4, Pilsner Lager (Chope) Caldereta Taça,2.6,4,3,11,3,5,30
Edelweiss Weissbier-Hefetrüb,Hofbräu Kaltenhausen,HeinekenImportadoraFEMSA,German Weizen,5.5,SIM,Não é sazonal,0,4, Weizen,3.6,7,4,14,4,7,248
Eggenberg Doppelbock Dunkel,Brauerei Schloss EggenbergImportadoraBier&WeinEstiloDoppelbock  Álcool (%)8.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,Doppelbock,8.5,SIM,Não é sazonal,8,12, Taça,3.4,7,3,14,3,7,33
Engelszell Gregorius Trappistenbier,Stift Engelszell Trappistenbier-BrauereiEstiloBelgian Dark Strong Ale  Álcool (%)9.7% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Dark Strong Ale,9.7,SIM,Não é sazonal,8,12, Cálice (Trapista),4.1,8,4,16,4,8,41
Hopfenkönig,Brauerei Schloss EggenbergImportadoraBier&WeinEstiloGerman Pilsner  Álcool (%)5.1% ABVIngredientesÁgua, malte, lúpulo, extrato de lúpuloAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal PilsnerVisite o website,NA,German Pilsner,5.1,SIM,Não é sazonal,0,4, Pilsner,3.3,6,3,13,3,7,101
Mac Queen's Nessie,Brauerei Schloss EggenbergImportadoraBier&WeinEstiloScottish  Álcool (%)5% ABVIngredientesÁgua, malte, lúpulo, extrato de lúpulo, antioxidadentes e coranteAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,Scottish,5,SIM,Não é sazonal,8,12, Taça,3.1,6,3,12,3,6,132
Samichlaus Bier (Classic),Brauerei Schloss EggenbergImportadoraBier&WeinEstiloDoppelbock  Álcool (%)14% ABVAtivaSIMSazonalOutrosTemperatura8-12 °C Copo ideal Tulipa TaçaVisite o website,NA,Doppelbock,14,SIM,Outros,8,12, Tulipa Taça,3.9,8,4,16,4,8,95
Urbock 23°,Brauerei Schloss EggenbergImportadoraBier&WeinEstiloDoppelbock  Álcool (%)9.6% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Doppelbock,9.6,SIM,Não é sazonal,8,12, Tulipa,3.3,7,3,13,3,7,58
Abbaye des Rocs Brune,L’Abbaye des RocsImportadoraSolex BrasilEstiloBelgian Dark Strong Ale  Álcool (%)9% ABVAtivaSIMSazonalNão é sazonalTemperatura13-15 °C Copo ideal Taça Cálice (Trapista)Visite o website,NA,Belgian Dark Strong Ale,9,SIM,Não é sazonal,13,15, Taça Cálice (Trapista),4.2,8,4,17,4,9,33
Achel Trappist Blond 8,Trappistenabdij de Achelse KluisEstiloBelgian Golden Strong Ale  Álcool (%)8% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Golden Strong Ale,8,SIM,Não é sazonal,8,12, Cálice (Trapista),3.9,7,4,16,4,8,111
Achel Trappist Brune 8,Trappistenabdij de Achelse KluisEstiloBelgian Dubbel  Álcool (%)8% ABVAtivaSIMSazonalNão é sazonalTemperatura13-15 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Dubbel,8,SIM,Não é sazonal,13,15, Cálice (Trapista),4.2,8,4,17,4,8,105
Affligem Blonde,Brouwerij Affligem / De Smedt,Heineken,Belgian Blond Ale,6.8,SIM,Não é sazonal,5,7, Tulipa Taça,3.3,6,4,13,3,7,93
Affligem Dubbel,Brouwerij Affligem / De SmedtImportadoraBrazilWaysEstiloBelgian Dubbel  Álcool (%)7% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Cálice (Trapista),NA,Belgian Dubbel,7,SIM,Não é sazonal,8,12, Tulipa Cálice (Trapista),3.6,7,4,15,4,7,84
Affligem Tripel,Brouwerij Affligem / De SmedtEstiloBelgian Tripel  Álcool (%)9.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Cálice (Trapista)Visite o website,NA,Belgian Tripel,9.5,SIM,Não é sazonal,8,12, Tulipa Cálice (Trapista),3.7,7,4,15,4,7,90
Bacchus,Brouwerij Van HonsebrouckEstiloFlanders Red Ale  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TumblerVisite o website,NA,Flanders Red Ale,4.5,SIM,Não é sazonal,5,7, Tulipa Tumbler,3.5,7,4,14,4,7,28
Bacchus Frambozenbier,Brouwerij Van HonsebrouckEstiloFruit Beer  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Flauta TumblerVisite o website,NA,Fruit Beer,5,SIM,Não é sazonal,0,4, Flauta Tumbler,3.8,8,4,15,4,7,51
Bacchus Kriekenbier,Brouwerij Van HonsebrouckEstiloFruit Beer  Álcool (%)5.8% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal TumblerVisite o website,NA,Fruit Beer,5.8,SIM,Não é sazonal,0,4, Tumbler,3.6,7,4,14,4,7,30
Belgoo Magus,La BinchoiseImportadoraMearaEstiloBelgian Pale Ale  Álcool (%)6.6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Pale Ale,6.6,SIM,Não é sazonal,5,7, Tulipa Taça,3.8,7,4,16,4,8,33
Bière du Corsaire Cuvée Speciale,HuygheImportadoraMearaEstiloBelgian Golden Strong Ale  Álcool (%)9.4% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Belgian Golden Strong Ale,9.4,SIM,Não é sazonal,8,12, Tulipa,3.6,7,4,15,3,7,29
Blanche de Bruxelles,LefebvreImportadoraCasa da CervejaEstiloWitbier  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Weizen Tumbler TaçaVisite o website,NA,Witbier,4.5,SIM,Não é sazonal,0,4, Weizen Tumbler Taça,3.3,7,4,13,3,7,60
Blanche de Namur,Du BocqEstiloWitbier  Álcool (%)4.5% ABVIngredientesTrigo, Malte, agua, lúpulo e outrosAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal TumblerVisite o website,NA,Witbier,4.5,SIM,Não é sazonal,0,4, Tumbler,3.3,6,4,13,3,6,59
Blanche des Neiges,HuygheEstiloWitbier  Álcool (%)4.9% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tumbler,NA,Witbier,4.9,SIM,Não é sazonal,5,7, Tumbler,3.3,7,3,13,3,7,46
Boon Kriek,Brouwerij F. BoonImportadoraBier&WeinEstiloLambic - Fruit  Álcool (%)4.5% ABVIngredienteságua, malte de cevada, trigo não malteado, lúpulo, cereja e açúcar.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Taça FlautaVisite o website,NA,Lambic - Fruit,NA,SIM,Não é sazonal,4.5,NA, Taça Flauta,3.6,7,4,14,4,7,105
Boon Oude Geuze Mariage Parfait,Brouwerij F. BoonImportadoraBier&WeinEstiloLambic - Gueuze  Álcool (%)8% ABVIngredienteságua, malte de cevada, trigo não malteado, lúpulo e açúcar.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Caldereta FlautaVisite o website,NA,Lambic - Gueuze,NA,SIM,Não é sazonal,8,NA, Caldereta Flauta,3.4,7,4,13,3,7,76
Brigand,Brouwerij Van HonsebrouckImportadoraMearaEstiloBelgian Golden Strong Ale  Álcool (%)9% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Belgian Golden Strong Ale,9,SIM,Não é sazonal,8,12, Tulipa,3.5,7,4,14,3,7,58
Brugse Zot,Halve MaanImportadoraBeer LegendsEstiloBelgian Blond Ale  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Belgian Blond Ale,6,SIM,Não é sazonal,5,7, Tulipa,3.6,7,4,14,4,7,40
Brugse Zot Dubbel,Halve MaanEstiloBelgian Dubbel  Álcool (%)7.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Dubbel,7.5,SIM,Não é sazonal,5,7, Tulipa Taça,3.5,7,4,14,3,7,28
Celis White,InformaçõesEstiloWitbier  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal TumblerVisite o website,NA,Witbier,5,SIM,Não é sazonal,0,4, Tumbler,3.4,7,3,14,3,7,42
Chimay Blue Cap,ChimayEstiloBelgian Dark Strong Ale  Álcool (%)9% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Dark Strong Ale,9,SIM,Não é sazonal,8,12, Cálice (Trapista),4.1,8,4,17,4,8,275
Chimay Dorée (Gold),ChimayEstiloBelgian Blond Ale  Álcool (%)4.8% ABVIngredientesÁgua, malte de cevada, lúpulo e leveduras.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Belgian Blond Ale,4.8,SIM,Não é sazonal,NA,5, Tulipa,3.8,8,4,15,4,8,47
Chimay Red Cap,ChimayImportadoraCasa da CervejaEstiloBelgian Dubbel  Álcool (%)7% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Dubbel,7,SIM,Não é sazonal,8,12, Cálice (Trapista),3.8,7,4,15,4,8,193
Chimay Triple,ChimayImportadoraCasa da CervejaEstiloBelgian Tripel  Álcool (%)8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Tripel,8,SIM,Não é sazonal,5,7, Cálice (Trapista),3.9,7,4,15,4,8,214
Cuvée des Trolls,DubuissonEstiloBelgian Blond Ale  Álcool (%)7% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal TaçaVisite o website,NA,Belgian Blond Ale,7,SIM,Não é sazonal,0,4, Taça,3.2,6,3,13,3,7,37
De Koninck 5%,De KoninckImportadoraUnilandEstiloBelgian Pale Ale  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Pale Ale,5,SIM,Não é sazonal,5,7, Tulipa Taça,3.3,6,3,13,3,7,52
De Ranke XX Bitter,Brasserie De RankeEstiloBelgian Specialty Ale  Álcool (%)6.2% ABVIngredientespale pilsner malt and loads of Brewers Gold and Hallertau hop flowersAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,Belgian Specialty Ale,6.2,SIM,Não é sazonal,5,7, Pint Caldereta,3.7,8,4,15,3,7,29
Delirium Nocturnum,HuygheImportadoraMearaEstiloBelgian Dark Strong Ale  Álcool (%)9% ABVIngredientesÁgua, malte, lúpulo e levedurasAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Dark Strong Ale,9,SIM,Não é sazonal,8,12, Tulipa Taça,4.1,8,4,16,4,8,193
Delirium Noël,HuygheEstiloBelgian Specialty Ale  Álcool (%)10% ABVAtivaSIMSazonalNatal (Christmas)Temperatura13-15 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Specialty Ale,10,SIM,Natal (Christmas),13,15, Tulipa Taça,4,8,4,16,4,8,75
Delirium Red,HuygheEstiloFruit Beer  Álcool (%)8.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal FlautaVisite o website,NA,Fruit Beer,8.5,SIM,Não é sazonal,5,7, Flauta,3.9,8,4,15,4,8,57
Delirium Tremens,HuygheEstiloBelgian Golden Strong Ale  Álcool (%)8.5% ABVAtivaNÃOSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Golden Strong Ale,8.5,NÃO,Não é sazonal,5,7, Tulipa Taça,4.1,8,4,17,4,8,271
DeuS Brut des Flandres,BosteelsEstiloBière de Champagne / Bière Brut  Álcool (%)11.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal FlautaVisite o website,NA,Bière de Champagne / Bière Brut,11.5,SIM,Não é sazonal,0,4, Flauta,4.2,8,4,17,4,8,124
Duchesse de Bourgogne,VerhaegheImportadoraBest Beers ImportadoraEstiloFlanders Red Ale  Álcool (%)6.2% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,Flanders Red Ale,6.2,SIM,Não é sazonal,8,12, Taça,3.9,8,4,15,4,8,78
Duvel,Brouwerij Moortgat,Duvel-Moortgart,Belgian Golden Strong Ale,8.5,SIM,Não é sazonal,5,7, Tulipa Taça,3.7,7,4,15,4,7,397
Duvel Tripel Hop 2012 (Citra),Brouwerij Moortgat,Duvel-MoortgartImportadoraBelgian Beer Paradise,India Pale Ale (IPA),9.5,NÃO,Anual/Safrada,8,12, Tulipa,4.2,8,4,17,4,9,45
Duvel Tripel Hop 2013 (Sorachi Ace),Brouwerij Moortgat,Duvel-Moortgart,Belgian Golden Strong Ale,9.7,SIM,Anual/Safrada,8,12, Tulipa,4.1,8,4,17,4,8,57
Duvel Tripel Hop 2014 (Mosaic),Brouwerij Moortgat,Duvel-Moortgart,Belgian Golden Strong Ale,9.5,SIM,Anual/Safrada,8,12, Tulipa,4,8,4,16,4,8,42
Duvel Tripel Hop 2015 (Equinox),Brouwerij MoortgatEstiloBelgian Golden Strong Ale  Álcool (%)9.5% ABVIBU47AtivaSIMSazonalAnual/SafradaTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Belgian Golden Strong Ale,9.5,SIM,Anual/Safrada,47,5, Tulipa,3.9,8,4,16,4,8,34
Floreffe Blonde,LefebvreEstiloBelgian Blond Ale  Álcool (%)6.3% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Belgian Blond Ale,6.3,SIM,Não é sazonal,5,7, Taça,3.4,7,4,14,3,7,36
Floreffe Triple,LefebvreEstiloBelgian Tripel  Álcool (%)7.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Cálice (Trapista)Visite o website,NA,Belgian Tripel,7.5,SIM,Não é sazonal,8,12, Tulipa Cálice (Trapista),3.4,6,4,13,3,7,32
Floris Kriek Cherry,HuygheEstiloFruit Beer  Álcool (%)3.6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal FlautaVisite o website,NA,Fruit Beer,3.6,SIM,Não é sazonal,5,7, Flauta,3.5,7,4,14,3,7,39
Gauloise Ambree,Du BocqEstiloBelgian Pale Ale  Álcool (%)5.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Cálice (Trapista),NA,Belgian Pale Ale,5.5,SIM,Não é sazonal,8,12, Cálice (Trapista),3.6,7,4,14,4,7,62
Gauloise Blonde,Du BocqEstiloBelgian Blond Ale  Álcool (%)6.3% ABVAtivaSIMSazonalNão é sazonalCopo ideal Tulipa Cálice (Trapista),NA,Belgian Blond Ale,6.3,SIM,Não é sazonalCopo ideal Tulipa Cálice (Trapista),NA,NA, Tulipa Cálice (Trapista),3.6,7,4,14,4,7,54
Gauloise Brune,Du BocqEstiloBelgian Dubbel  Álcool (%)8.1% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,Belgian Dubbel,8.1,SIM,Não é sazonal,8,12, Taça,3.4,7,4,14,4,7,46
Gouden Carolus Ambrio,Brouwerij Het AnkerImportadoraMearaEstiloBelgian Dark Strong Ale  Álcool (%)8% ABVIngredientesÁgua, malte cevada, milho, açúcar, leveduras e lúpulo. AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Dark Strong Ale,8,SIM,Não é sazonal,NA,5, Tulipa Taça,3.7,7,4,15,4,7,71
Gouden Carolus Christmas,Brouwerij Het AnkerEstiloBelgian Specialty Ale  Álcool (%)10.5% ABVAtivaSIMSazonalNatal (Christmas)Temperatura8-12 °C Copo ideal Cálice (Trapista) Taça,NA,Belgian Specialty Ale,10.5,SIM,Natal (Christmas),8,12, Cálice (Trapista) Taça,4.2,8,4,17,4,8,50
Gouden Carolus Classic,Brouwerij Het AnkerImportadoraMearaEstiloBelgian Dark Strong Ale  Álcool (%)8.5% ABVIngredientesÁgua, cevada, lúpulo e fermento. AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Taça Cálice (Trapista)Visite o website,NA,Belgian Dark Strong Ale,8.5,SIM,Não é sazonal,NA,8, Tulipa Taça Cálice (Trapista),4.1,8,4,17,4,8,143
Gouden Carolus Cuvée van de Keizer Blauw,Brouwerij Het AnkerImportadoraMearaEstiloBelgian Dark Strong Ale  Álcool (%)10.5% ABVIngredientesÁgua, cevada, lúpulo e fermento. AtivaSIMSazonalComemorativaTemperatura8-12 °C Copo ideal Tulipa Taça Cálice (Trapista)Visite o website,NA,Belgian Dark Strong Ale,10.5,SIM,Comemorativa,NA,8, Tulipa Taça Cálice (Trapista),4.4,9,4,18,5,9,77
Gouden Carolus Cuvée van de Keizer Rood,Brouwerij Het AnkerEstiloBelgian Golden Strong Ale  Álcool (%)10% ABVAtivaSIMSazonalComemorativaTemperatura8-12 °C Copo ideal Tulipa Cálice (Trapista)Visite o website,NA,Belgian Golden Strong Ale,10,SIM,Comemorativa,8,12, Tulipa Cálice (Trapista),4.2,8,4,17,4,9,54
Gouden Carolus Easter,Brouwerij Het AnkerEstiloBelgian Dark Strong Ale  Álcool (%)10.5% ABVAtivaSIMSazonalPrimaveraTemperatura8-12 °C Copo ideal Cálice (Trapista) TaçaVisite o website,NA,Belgian Dark Strong Ale,10.5,SIM,Primavera,8,12, Cálice (Trapista) Taça,4.3,8,4,17,4,9,44
Gouden Carolus Hopsinjoor,Brouwerij Het AnkerImportadoraMearaEstiloBelgian Specialty Ale  Álcool (%)8% ABVIngredientesÁgua, malte cevada, milho, açúcar, leveduras e lúpulo. AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Specialty Ale,8,SIM,Não é sazonal,NA,5, Tulipa Taça,4,8,4,16,4,8,96
Gouden Carolus Tripel,Brouwerij Het AnkerImportadoraMearaEstiloBelgian Tripel  Álcool (%)9% ABVIngredientesÁgua, cevada, lúpulo e fermento. AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Taça Cálice (Trapista)Visite o website,NA,Belgian Tripel,9,SIM,Não é sazonal,NA,8, Tulipa Taça Cálice (Trapista),4,8,4,16,4,8,105
Grimbergen Blonde,Alken-MaesEstiloBelgian Blond Ale  Álcool (%)6.7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Blond Ale,6.7,SIM,Não é sazonal,5,7, Tulipa Taça,3.4,7,4,14,3,7,45
Grimbergen Dubbel,Alken-MaesImportadoraMearaEstiloBelgian Dubbel  Álcool (%)6.5% ABVIngredientesÁgua, malte de cevada, açúcar, lúpulo e antioxidante ácido ascórbico.AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Dubbel,6.5,SIM,Não é sazonal,NA,8, Tulipa Taça,3.8,7,4,15,4,8,30
Grisette Blanche,Brasserie St-FeuillienEstiloWitbier  Álcool (%)5.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TumblerVisite o website,NA,Witbier,5.5,SIM,Não é sazonal,5,7, Tumbler,3.4,7,3,13,3,7,39
Gulden Draak,InformaçõesEstiloBelgian Dark Strong Ale  Álcool (%)10.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Taça Cálice (Trapista)Visite o website,NA,Belgian Dark Strong Ale,10.5,SIM,Não é sazonal,8,12, Tulipa Taça Cálice (Trapista),4,8,4,16,4,8,99
Gulden Draak 9000 Quadruple,InformaçõesEstiloBelgian Quadrupel / ABT  Álcool (%)10.7% ABVAtivaSIMSazonalNão é sazonalTemperatura13-15 °C Copo ideal Tulipa Cálice (Trapista)Visite o website,NA,Belgian Quadrupel / ABT,10.7,SIM,Não é sazonal,13,15, Tulipa Cálice (Trapista),4,8,4,16,4,8,35
Hertog Jan Tripel,Arcense Bierbrouwerij,Anheuser-InBev,Belgian Tripel,8.5,SIM,Não é sazonal,8,12, Tulipa,3.8,7,4,15,4,8,41
Hoegaarden,Brouwerij Hoegaarden,Anheuser-InBevImportadoraAmBev,Witbier,4.9,SIM,Não é sazonal,5,7, Tumbler,3.7,7,4,15,4,8,576
Hoegaarden Grand Cru,Brouwerij Hoegaarden,Anheuser-InBevImportadoraMeara,Belgian Golden Strong Ale,8.5,SIM,Não é sazonal,5,7, Tulipa Taça,3.9,8,4,16,4,8,115
Hoegaarden Rosée,Brouwerij Hoegaarden,Anheuser-InBevImportadoraBelgian Beer Paradise,Witbier,4.5,SIM,Não é sazonal,0,4, Taça,2.9,6,4,11,3,6,28
Hoegaarden Verboden Vrucht ,Brouwerij Hoegaarden,Anheuser-InBevImportadoraBelgian Beer Paradise,Belgian Specialty Ale,9,SIM,Não é sazonal,8,12, Tulipa Taça,3.9,8,4,16,4,8,75
Houblon Chouffe Dobbelen IPA Tripel,Brouwerij Achouffe EstiloBelgian Specialty Ale  Álcool (%)9% ABVIngredientesÁgua, malte, açucar, lúpulo e leveduraAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa PilsnerVisite o website,NA,Belgian Specialty Ale,9,SIM,Não é sazonal,5,7, Tulipa Pilsner,4.1,8,4,16,4,8,131
Jupiler,Brasserie PiedboeufEstiloStandard American Lager  Álcool (%)5.2% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner Lager (Chope)Visite o website,NA,Standard American Lager,5.2,SIM,Não é sazonal,0,4, Pilsner Lager (Chope),2.3,4,3,9,3,5,44
Kasteel Blonde,Brouwerij Van HonsebrouckEstiloBelgian Blond Ale  Álcool (%)7% ABVIngredientesÁgua, malte, milho e antioxidanteAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Belgian Blond Ale,7,SIM,Não é sazonal,5,7, Tulipa,3.4,6,3,14,3,7,36
Kasteel Bruin,Brouwerij Van HonsebrouckImportadoraMearaEstiloBelgian Dark Strong Ale  Álcool (%)11% ABVIngredientesÁgua, cevada, antioxidante, lúpulo e fermento. AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Dark Strong Ale,11,SIM,Não é sazonal,NA,8, Tulipa Taça,3.5,7,4,14,3,7,29
Kasteel Cuvée Du Chateau,Brouwerij Van HonsebrouckEstiloBelgian Dark Strong Ale  Álcool (%)11% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,Belgian Dark Strong Ale,11,SIM,Não é sazonal,8,12, Taça,3.9,8,4,16,4,8,33
